Hogar;Persona;AnoNac;Sexo;Relacion;Viajes;LicenciaConducir;PaseEscolar;AdultoMayor;Estudios;Curso;Actividad;Ocupacion;ActividadEmpresa;JornadaTrabajo;DondeEstudia;DirActividadCoordX;DirActividadCoordY;DirEstudiosCoordX;DirEstudiosCoordY;NoViaja;TarjetaBip;Tarjeta2Bip;MedioViajeRestricion;ConoceTransantiago;NoUsaTransantiago;Discapacidad;TieneIngresos;Ingreso;TramoIngreso;IngresoFinal;TramoIngresoFinal;IngresoImputado;Factor_LaboralNormal;Factor_SabadoNormal;Factor_DomingoNormal;Factor_LaboralEstival;Factor_FindesemanaEstival;Factor
214440;21444002;1972;2;2;4;1;2;2;5;1;D;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;49,20917;;;;;23,35709
214440;21444003;1971;1;4;2;2;2;2;5;1;A;5;8;1;;0,0000;0,0000;;;;;;;2;"A;G";J;1;500000;3;500000;3;0;57,99036;;;;;26,93867
214451;21445101;1978;1;1;4;3;2;2;5;4;A;5;5;1;;0,0000;0,0000;;;;12714440;;;;;J;1;720000;3;720000;3;0;124,40700;;;;;70,44697
214451;21445102;1977;2;2;5;1;2;2;11;2;"A;D";5;4;1;;338270,7856;6296271,9129;;;;99;99;;1;B;J;1;220000;2;220000;2;0;108,38110;;;;;67,10262
214451;21445103;1995;1;3;7;1;1;2;7;3;B;;;;4;;;336519,1717;6296458,6295;;;;;;;J;1;100000;1;100000;1;0;131,31420;;;;;74,82687
214461;21446101;1980;1;1;2;1;2;2;5;1;A;5;2;1;;338212,2386;6298069,4905;;;;99;;;1;H;J;1;197000;1;197000;1;0;483,18440;;;;;136,06966
214461;21446102;1983;2;2;2;1;2;2;4;4;D;;;;;;;;;;99;;;1;A;J;2;0;0;0;0;0;476,83540;;;;;114,80451
214461;21446103;2000;2;3;2;1;1;2;4;5;B;;;;4;;;338600,3096;6298072,9873;;;;;2;G;J;2;0;0;0;0;0;504,34720;;;;;130,92474
214461;21446104;2004;2;3;2;1;2;2;4;2;B;;;;4;;;338600,3096;6298072,9873;;;;;2;G;J;2;0;0;0;0;0;504,34720;;;;;130,92474
214461;21446105;2010;2;3;2;1;2;2;1;0;;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;489,33180;;;;;114,65182
214471;21447101;1945;2;1;0;1;2;2;5;2;D;;;;;;;;;3;99;;;2;"B;F";J;2;0;0;0;0;0;47,14614;;;;;33,96377
214471;21447102;1913;2;4;0;1;2;2;4;6;C;;;;;;;;;5;;;;2;G;H;1;200000;1;200000;1;0;47,14614;;;;;33,96377
214471;21447103;1941;1;2;4;1;2;2;6;6;"A;C";5;5;2;;346409,5614;6298738,0167;;;;99;;;;;J;1;99;1;62680;1;2;55,10297;;;;;44,50464
214481;21448101;1991;2;1;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;"G;A";J;2;0;0;0;0;0;60,11792;;;;;41,19857
214481;21448102;1988;1;2;2;1;2;2;5;2;A;5;5;1;;336837,8999;6296610,6000;;;;99;;;1;"A;B";J;1;220000;2;220000;2;0;59,09589;;;;;47,94958
214481;21448103;2013;1;3;0;1;2;2;1;0;;;;;;;;;;4;;;;2;G;J;2;0;0;0;0;0;54,16877;;;;;43,86121
214490;21449001;1939;1;1;2;3;2;2;4;6;A;5;5;1;;343455,6259;6299429,1669;;;;99;;;;;J;1;24000;1;24000;1;0;280,91800;;;;;40,25064
214490;21449002;1942;2;2;2;1;2;2;4;5;C;;;;;;;;;;99;;;;;J;1;70000;1;70000;1;0;186,46320;;;;;30,71734
214490;21449003;1962;2;3;4;1;2;2;4;8;A;5;1;1;;350065,0722;6294936,4593;;;;99;;;;;J;1;99;1;173401;1;2;281,12040;;;;;42,93356
214490;21449004;1961;1;4;2;3;2;2;5;4;A;5;5;1;;340772,3532;6298000,8911;;;;99;;;;;J;1;99;2;265614;2;2;303,66150;;;;;45,08963
214501;21450101;1957;1;1;0;2;2;2;5;4;F;;;;;;;;;4;99;;;1;B;J;2;0;0;0;0;0;137,87380;;;;;15,69484
214501;21450102;1967;2;2;0;1;2;2;4;8;A;7;6;2;;347299,1266;6299388,6497;;;3;99;;;1;H;J;1;120000;1;120000;1;0;127,63930;;;;;14,94436
214501;21450103;1983;1;3;2;1;2;2;5;4;A;5;5;1;;344076,7933;6297490,4516;;;;99;;;;;J;1;180000;1;180000;1;0;134,29590;;;;;14,28639
214501;21450104;1979;1;3;0;1;2;2;3;8;C;;;;;;;;;5;;;;2;G;E;1;60000;1;60000;1;0;134,29590;;;;;14,28639
214511;21451101;1976;1;1;2;3;2;2;9;4;A;5;5;1;;348279,9226;6287408,4143;;;;99;;2;1;H;J;1;99;3;645005;3;2;56,48549;;;;;194,61063
214511;21451102;1978;2;2;2;1;2;2;7;4;D;;;;;;;;;;99;;3;1;H;J;2;0;0;0;0;0;49,20917;;;;;185,37161
214511;21451103;2006;1;3;2;1;2;2;2;2;B;;;;4;;;337272,5616;6293208,7169;;;;2;2;G;J;2;0;0;0;0;0;62,25163;;;;;185,92535
214521;21452101;1945;2;1;2;1;2;2;4;6;C;;;;;;;;;;99;;;;;J;1;130000;1;130000;1;0;128,33430;;;;;48,15944
214521;21452102;1932;1;5;2;1;2;2;7;4;C;;;;;;;;;;;;;;;D;1;79000;1;79000;1;0;193,34320;;;;;63,10608
214521;21452103;1956;2;5;2;1;2;2;1;0;C;;;;;;;;;;;;;;;E;1;74000;1;74000;1;0;132,26410;;;;;50,12323
214531;21453101;1970;1;1;2;2;2;2;7;5;A;2;5;1;;351187,1483;6299123,5535;;;;;;;1;G;J;1;260000;2;260000;2;0;422,67350;;;;;175,98424
214531;21453102;1971;2;2;6;1;2;2;7;5;D;;;;;;;;;;30569955;;;;;J;1;120000;1;120000;1;0;422,42600;;;;;167,56911
214531;21453103;2001;1;3;6;1;1;2;4;5;B;;;;4;;;0,0000;0,0000;;;;;1;H;J;2;0;0;0;0;0;422,67350;;;;;153,04225
214531;21453104;1999;2;3;2;1;1;2;4;6;B;;;;4;;;0,0000;0,0000;;;;;2;H;J;2;0;0;0;0;0;422,67350;;;;;184,16957
214531;21453105;1994;2;3;6;1;1;2;7;3;B;;;;4;;;344782,2875;6298365,5132;;;;;;;J;2;0;0;0;0;0;422,67350;;;;;145,42760
214541;21454101;1960;2;1;2;1;2;2;4;8;A;2;2;2;;335829,0368;6299437,9765;;;;99;;;;;J;1;100000;1;100000;1;0;;;;579,00000;;62,33787
214541;21454102;1987;2;3;2;1;2;2;5;1;D;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;;;;579,00000;;56,76414
214541;21454103;2010;2;3;2;1;2;2;1;0;;;;;;;;;;;;;;;;J;2;0;0;0;0;0;;;;579,00000;;57,59745
214551;21455101;1968;1;1;3;3;2;2;7;4;A;5;5;1;;345267,2820;6298837,0285;;;;99;;;;;J;1;400000;2;400000;2;0;;;;353,00000;;15,45416
214551;21455102;1972;2;2;2;1;2;2;7;4;A;5;1;1;;345264,6659;6298831,9954;;;;99;;;;;J;1;380000;2;380000;2;0;;;;353,00000;;13,39949
214551;21455103;2006;1;3;3;1;2;2;4;1;B;;;;4;;;334562,3940;6291916,9328;;;;;;;J;2;0;0;0;0;0;;;;353,00000;;13,43951
214551;21455104;2008;1;3;3;1;2;2;2;1;B;;;;3;;;334562,3940;6291916,9328;;;;;;;J;2;0;0;0;0;0;;;;353,00000;;13,59619
214561;21456101;1961;2;1;2;1;2;2;4;7;D;;;;;;;;;;99;;;1;"E;F";J;2;0;0;0;0;0;;;;681,00000;;41,35480
214561;21456102;1964;1;2;2;3;2;2;5;3;A;5;1;1;;336124,9455;6295959,1990;;;;99;;2;1;"B;F";J;1;400000;2;400000;2;0;;;;681,00000;;43,43159
214561;21456103;1992;2;3;4;1;2;2;7;4;A;4;3;1;;336022,8023;6298312,0940;;;;99;;;;;J;1;340000;2;340000;2;0;;;;681,00000;;35,89043
214561;21456104;1994;2;3;0;1;1;2;7;4;B;;;;4;;;;;4;;;;1;"F;G";J;2;0;0;0;0;0;;;;681,00000;;35,89043
214561;21456105;1998;2;3;0;1;2;2;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;681,00000;;41,99196
214571;21457101;1959;1;1;2;1;2;2;4;6;A;5;5;1;;336985,2956;6301149,9621;;;;99;;;1;"D;F";J;1;300000;2;300000;2;0;;;;579,00000;;99,70626
214571;21457102;1957;2;2;4;1;2;2;4;2;D;;;;;;;;;;99;;;1;"F;H";J;2;0;0;0;0;0;;;;579,00000;;94,93864
214571;21457103;1981;1;3;2;1;1;2;11;2;"A;B";5;5;1;8;346795,7412;6298790,8426;345278,1249;6297933,5780;;;;;;;J;1;300000;2;300000;2;0;;;;579,00000;;90,75865
214581;21458101;1949;1;1;2;1;2;2;4;8;A;5;1;1;;0,0000;0,0000;;;;99;;;;;J;1;99;2;292907;2;2;;491,00000;;;;71,68366
214581;21458102;1954;2;2;0;1;2;2;4;6;D;;;;;;;;;5;99;;;1;H;J;2;0;0;0;0;0;;437,00000;;;;40,71891
214581;21458103;1986;2;3;2;1;2;2;5;4;A;2;5;4;;344855,8737;6299249,4688;;;;99;;;;;J;1;99;1;40368;1;2;;644,00000;;;;49,79370
214581;21458104;1986;1;4;2;1;2;2;5;4;A;5;5;1;;353418,5700;6303204,9600;;;;99;;;;;J;1;300000;2;300000;2;0;;725,00000;;;;52,27539
214592;21459201;1964;1;1;2;"2;3";1;2;5;4;A;2;5;2;;345283,0037;6297936,6508;;;;99;;;;;J;1;99;2;200994;2;2;400,57410;;;;;110,49519
214592;21459202;1967;2;2;4;1;2;2;5;4;D;;;;;;;;;;99;99;;1;H;J;2;0;0;0;0;0;370,83890;;;;;105,21164
214592;21459203;1990;2;3;2;1;1;2;11;3;B;;;;8;;;344933,3477;6297783,0831;;;;;;;J;2;0;0;0;0;0;404,29790;;;;;91,30969
214592;21459204;1991;1;3;2;1;1;2;11;2;B;;;;8;;;354128,5118;6302220,4059;;99;;;;;J;2;0;0;0;0;0;397,42460;;;;;106,27203
214592;21459205;2001;1;3;2;1;1;2;4;4;B;;;;4;;;339517,2211;6295127,1748;;;;;2;G;J;2;0;0;0;0;0;430,00930;;;;;96,09071
214602;21460201;1984;2;1;6;1;2;2;7;4;D;;;;;;;;;;99;;2;1;H;J;2;0;0;0;0;0;70,38532;;;;;26,21350
214602;21460202;1985;1;2;5;2;2;2;7;4;A;5;2;1;;340273,8075;6309426,8808;;;;;;7;2;G;J;1;600000;3;600000;3;0;80,14870;;;;;27,51996
214602;21460203;2004;2;3;2;1;2;2;4;2;B;;;;4;;;336179,9410;6297030,1868;;;;;2;G;J;2;0;0;0;0;0;88,33039;;;;;31,63928
214611;21461101;1957;1;1;2;1;2;2;5;1;A;2;5;1;;336677,4667;6296158,3484;;;;99;;2;;;J;1;99;2;233322;2;2;602,44020;;;;;772,23065
214611;21461102;1953;2;2;2;1;2;2;5;1;A;2;6;4;;354383,5880;6301384,7785;;;;99;;;;;J;1;40000;1;40000;1;0;432,80140;;;;;547,53461
214611;21461103;1973;2;3;2;1;2;2;5;4;A;5;2;1;;350600,7923;6298841,6164;;;;99;;;;;J;1;99;2;202936;2;2;580,33140;;;;;669,55975
214611;21461104;1978;2;3;2;1;2;2;5;4;A;5;1;1;;343783,9932;6299273,9056;;;;99;;;;;J;1;99;2;271146;2;2;580,33140;;;;;669,55975
214611;21461105;1985;1;3;2;1;2;2;7;4;A;4;5;1;;340285,4400;6298307,5100;;;;99;;;;;J;1;99;2;257518;2;2;602,40960;;;;;702,93018
214611;21461106;1994;2;3;2;1;1;2;5;2;B;;;;4;;;343825,8056;6298844,5612;;;;;;;J;2;0;0;0;0;0;602,44020;;;;;638,14606
214621;21462101;1949;1;1;2;1;2;2;4;6;A;2;5;4;;336790,7587;6290101,3084;;;;99;;;;;J;1;100000;1;100000;1;0;70,28382;;;;;79,12795
214621;21462102;1956;2;2;4;1;2;2;4;8;"C;D";;;;;;;;;;99;;;1;"G;A";J;1;85000;1;85000;1;0;43,58231;;;;;44,94754
214621;21462103;1995;2;3;2;1;1;2;7;3;B;;;;4;;;346451,0481;6299696,9740;;;;;;;J;2;0;0;0;0;0;58,87712;;;;;61,29179
214631;21463101;1984;1;1;4;1;2;2;10;2;A;5;1;1;;;;;;;99;;;;;J;1;300000;2;300000;2;0;62,54034;;;;;35,40382
214641;21464101;1952;1;1;6;2;2;2;5;3;A;5;5;1;;343623,3494;6306748,5426;;;;99;;2;;;J;1;500000;3;500000;3;0;31,91154;;;;;27,54288
214641;21464102;1948;2;2;0;1;2;2;5;3;D;;;;;;;;;3;99;;;1;G;J;2;0;0;0;0;0;29,36679;;;;;15,64537
214641;21464103;1972;2;3;0;1;2;2;5;2;F;;;;;;;;;3;99;;;1;"A;G";J;2;0;0;0;0;0;29,36679;;;;;19,13214
214651;21465101;1976;1;1;2;1;2;2;5;4;A;5;5;1;;346504,5205;6299006,1633;;;;99;;;;;J;1;400000;2;400000;2;0;;;;459,00000;;40,41391
214651;21465102;1981;2;2;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;;;;459,00000;;38,49532
214651;21465103;2005;1;3;2;1;2;2;4;1;B;;;;4;;;335398,7454;6299774,7344;;;;;2;G;J;2;0;0;0;0;0;;;;459,00000;;38,61031
214651;21465104;2012;1;3;2;1;2;2;1;0;;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;;;;459,00000;;39,06045
214661;21466101;1967;1;1;2;3;2;2;7;4;A;5;1;1;;507465,8030;7515995,5725;;;;99;;2;2;F;J;1;700000;3;700000;3;0;;;;681,00000;;56,17870
214661;21466102;1965;2;2;2;1;2;2;10;4;A;5;5;1;;346534,9052;6298755,8691;;;;99;;2;1;"E;F";J;1;300000;2;300000;2;0;;;;681,00000;;53,49240
214661;21466103;1989;2;3;2;1;1;2;11;2;B;;;;8;;;345567,3018;6297939,0929;;;;2;1;"A;F";J;2;0;0;0;0;0;;;;681,00000;;46,42423
214661;21466104;1942;2;4;0;1;2;2;6;2;D;;;;;;;;;4;99;;;1;"D;F";H;1;75000;1;75000;1;0;;;;681,00000;;38,27176
214661;21466105;1999;2;3;2;1;1;2;4;8;B;;;;4;;;344389,0776;6297596,0887;;;;;1;"E;F";J;2;0;0;0;0;0;;;;681,00000;;58,79168
214671;21467101;1939;1;1;2;1;2;1;5;4;A;5;5;1;;346182,1210;6291220,7953;;;;99;99;;;;J;1;200000;1;200000;1;0;370,57190;;;;;98,63702
214671;21467102;1976;2;3;2;1;2;2;7;4;D;;;;;;;;;;99;;;1;B;J;2;0;0;0;0;0;339,91710;;;;;95,80453
214671;21467103;1975;1;4;2;3;2;2;7;4;A;5;5;1;;352630,5197;6301661,3401;;;;99;;;;;J;1;1000000;4;1000000;4;0;390,17890;;;;;100,57936
214671;21467104;2007;1;4;2;1;2;2;2;2;B;;;;3;;;339993,6597;6294923,6749;;;;;2;G;J;2;0;0;0;0;0;364,28920;;;;;97,21095
214671;21467105;2011;2;4;2;1;2;2;1;0;;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;364,28920;;;;;97,21095
214681;21468101;1969;2;1;4;1;2;2;5;1;D;;;;;;;;;;99;;;1;"E;F";J;2;0;0;0;0;0;61,20873;;;;;20,75458
214681;21468102;1969;1;2;2;3;2;2;5;3;A;5;1;1;;342852,3009;6297117,0032;;;;99;;;;;J;1;350000;2;350000;2;0;66,11665;;;;;21,79683
214681;21468103;1995;2;3;2;1;1;2;5;2;B;;;;4;;;337166,6606;6296328,2228;;;;;1;"A;B";J;2;0;0;0;0;0;67,97654;;;;;21,07435
214681;21468104;1998;2;3;2;1;1;2;4;8;B;;;;4;;;337166,6606;6296328,2228;;;;;1;"B;E";J;2;0;0;0;0;0;67,97654;;;;;21,07435
214691;21469101;1946;1;1;2;1;2;2;4;8;A;6;5;1;;336203,5042;6297652,8521;;;;99;;;1;"B;F";J;1;200000;1;200000;1;0;;629,00000;;;;90,70451
214691;21469102;1946;2;2;2;1;2;2;4;6;D;;;;;;;;;;99;;;1;"E;F";J;1;75000;1;75000;1;0;;559,00000;;;;69,22128
214701;21470101;1963;2;2;4;1;2;2;4;8;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;;824,00000;;;;96,75038
214701;21470102;1958;1;1;2;1;2;2;4;7;A;5;1;1;;341535,3849;6293290,5592;;;;99;;;;;J;1;300000;2;300000;2;0;;927,00000;;;;101,60902
214710;21471001;1977;1;1;2;1;2;2;7;4;A;5;3;1;;356908,1474;6301488,6742;;;;11233982374;;;;;J;1;280000;2;280000;2;0;132,22530;;;;;49,65460
214710;21471002;1974;2;2;2;1;2;2;5;4;A;2;2;4;;351825,8257;6301657,9181;;;;99;;;;;J;1;99;7;160219;1;1;115,19240;;;;;47,29729
214710;21471003;1997;2;3;2;1;1;2;5;1;B;;;;4;;;337249,8096;6299770,3629;;119827262;;;1;H;J;2;0;0;0;0;0;139,56670;;;;;52,74178
214710;21471004;1995;1;3;2;1;2;2;4;8;B;;;;4;;;337249,8096;6299770,3629;;98127261;;;1;H;J;2;0;0;0;0;0;139,56670;;;;;52,74178
214721;21472101;1965;2;1;2;1;2;2;4;8;D;;;;;;;;;;99;;;2;H;J;1;99;2;210827;2;2;;;;459,00000;;88,82455
214721;21472102;1991;1;3;0;3;1;2;11;2;B;;;;8;;;344999,2500;6297409,0800;4;99;;;1;H;J;2;0;0;0;0;0;;;;459,00000;;89,71976
214721;21472103;1997;1;3;0;1;2;2;5;1;B;;;;4;;;344950,6107;6297703,9449;4;99;;;2;H;J;2;0;0;0;0;0;;;;459,00000;;90,19309
214721;21472104;1999;1;3;0;1;1;2;4;7;B;;;;4;;;336401,7693;6296493,5415;4;;;;2;H;J;2;0;0;0;0;0;;;;459,00000;;81,12422
214731;21473101;1942;2;1;2;1;2;2;4;6;C;;;;;;;;;;99;;;;;J;1;150000;1;150000;1;0;122,40350;;;;;49,07851
214731;21473102;1970;1;3;2;1;2;2;5;2;A;5;1;1;;;;;;;99;;;;;J;1;350000;2;350000;2;0;199,33800;;;;;72,04180
214741;21474101;1975;1;1;2;3;2;2;5;4;A;5;5;1;;;;;;;99;99;;;;J;1;250000;2;250000;2;0;203,57290;;;;;64,34876
214741;21474102;1976;2;2;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;A;J;2;0;0;0;0;0;177,34920;;;;;61,29391
214741;21474103;2005;1;3;2;1;2;2;4;1;B;;;;4;;;;;;;;;2;G;J;2;0;0;0;0;0;224,35400;;;;;61,47699
214751;21475101;1989;2;1;0;1;2;2;5;4;D;;;;;;;;;3;99;;;1;"A;F";J;2;0;0;0;0;0;;;;445,00000;;20,33423
214751;21475102;1987;1;2;2;3;2;2;5;4;A;5;5;1;;336280,4929;6304482,1761;;;;99;;2;1;"A;B";J;1;99;2;200485;2;2;;;;445,00000;;22,39854
214751;21475103;2009;1;3;0;1;2;2;2;1;B;;;;2;;;;;4;;;;2;G;J;2;0;0;0;0;0;;;;445,00000;;21,64841
214771;21477101;1960;1;1;2;2;2;2;5;4;F;;;;;;;;;;12302576;;;;;J;1;99;2;229431;2;2;;;;899,00000;;66,71774
214771;21477102;1959;2;2;4;1;2;2;9;3;A;2;5;1;;336548,1985;6299732,4380;;;;11253000;;;1;"F;H";J;1;250000;2;250000;2;0;;;;899,00000;;63,52752
214782;21478201;1950;2;1;2;1;2;2;5;4;C;;;;;;;;;;99;;2;1;E;J;1;99;2;208020;2;2;;;;899,00000;;89,91392
214791;21479101;1991;2;1;4;3;2;2;7;4;A;5;5;1;;338433,4767;6295950,9720;;;;99;99;2;;;J;1;350000;2;350000;2;0;128,91510;;;;;17,63111
214792;21479201;1965;1;1;2;3;2;2;5;4;A;5;5;1;;0,0000;0,0000;;;;99;99;;1;A;J;1;500000;3;500000;3;0;;;5256,05800;;;45,08963
214792;21479202;1969;2;2;2;1;2;2;7;4;D;;;;;;;;;;99;99;;1;H;J;2;0;0;0;0;0;;;3563,19600;;;42,93356
214792;21479203;1989;2;3;0;1;2;2;7;4;A;5;5;1;;343859,7282;6298500,4941;;;4;99;;;1;H;J;1;350000;2;350000;2;0;;;4602,92100;;;37,26059
214792;21479204;1996;2;3;0;1;1;2;5;1;B;;;;4;;;;;4;;;;1;H;J;2;0;0;0;0;0;;;4602,92100;;;43,59508
214801;21480101;1962;2;1;2;1;2;2;4;8;D;;;;;;;;;;99;;;1;B;J;1;99;1;166054;1;2;171,65710;;;;;96,75038
214801;21480102;1996;2;3;2;1;1;2;5;3;B;;;;4;;;336150,2521;6295958,0757;;;;;1;A;J;2;0;0;0;0;0;190,63690;;;;;98,24105
214811;21481101;1939;2;1;2;1;2;2;6;3;D;;;;;;;;;;99;;;1;H;J;1;100000;1;100000;1;0;64,62907;;;;;31,62724
214811;21481102;1965;2;3;1;1;1;2;10;5;A;5;5;1;;346795,7412;6298790,8426;;;;99;;;;;J;1;99;2;285154;2;2;81,69945;;;;;44,20535
214821;21482101;1949;1;1;2;3;2;2;5;4;C;;;;;;;;;;99;99;2;1;"G;A";J;1;470000;3;470000;3;0;139,61060;;;;;63,62661
214821;21482102;1955;2;2;4;1;2;2;11;5;A;5;5;2;;338848,7418;6296525,7093;;;;99;;;;;J;1;99;1;41490;1;2;71,98874;;;;;36,14221
214831;21483101;1960;2;1;2;1;2;2;10;4;"A;D";2;5;4;;353358,4653;6301959,8822;;;;99;;;;;J;1;105000;1;105000;1;0;134,80970;;;;;59,62582
214831;21483102;1984;2;3;0;1;2;2;10;3;A;2;2;4;;337957,2743;6295680,2034;;;1;99;99;;1;H;J;1;99;1;44930;1;2;123,56880;;;;;54,29459
214831;21483103;1988;1;3;2;1;2;2;10;3;A;5;5;2;;346275,9809;6297064,3010;;;;99;;;;;J;1;99;2;269656;2;2;144,47430;;;;;60,22677
214831;21483104;1986;1;3;5;"3;5";1;2;10;1;B;;;;7;;;345567,1209;6297950,4033;;;;;;;J;1;400000;2;400000;2;0;141,84030;;;;;57,00060
214842;21484201;1973;2;1;2;1;2;2;7;4;D;;;;;;;;;;99;99;;1;"E;A";J;2;0;0;102872;1;1;106,71520;;;;;64,29635
214851;21485101;1973;2;1;2;1;2;2;7;4;A;5;1;1;;346519,4671;6298873,0820;;;;99;;;;;J;1;500000;3;500000;3;0;;824,00000;;;;131,24226
214851;21485102;1994;1;3;4;1;1;2;11;1;B;;;;8;;;347524,1005;6298691,8939;;;;;;;J;2;0;0;0;0;0;;855,00000;;;;145,58168
214861;21486101;1966;1;1;2;1;2;2;5;4;A;4;2;1;;330439,9301;6298773,8927;;;;99;;;;;J;1;205000;2;205000;2;0;913,48950;;;;;797,51215
214861;21486102;1973;2;2;4;1;2;2;5;4;D;;;;;;;;;;99;;;1;G;J;2;0;0;0;0;0;913,23140;;;;;691,47992
214861;21486103;1998;2;3;2;1;1;2;4;8;B;;;;4;;;336559,7073;6299831,2603;;;;;2;G;J;2;0;0;0;0;0;913,48950;;;;;771,07764
214861;21486104;2004;1;3;2;1;2;2;4;2;B;;;;4;;;336562,7512;6299832,7537;;;;;2;G;J;2;0;0;0;0;0;913,48940;;;;;693,54547
214861;21486105;2008;2;3;2;1;2;2;3;1;B;;;;9;;;337017,0660;6299811,6966;;;;;2;G;J;2;0;0;0;0;0;913,48950;;;;;701,63098
214861;21486106;2009;2;3;0;1;2;2;1;0;;;;;;;;;;4;;;;2;G;J;2;0;0;0;0;0;913,48950;;;;;701,63098
214871;21487101;1967;2;1;2;1;2;2;5;4;A;5;5;1;;336856,1949;6296693,3450;;;;99;;;;;J;1;250000;2;250000;2;0;129,54660;;;;;83,78776
214871;21487102;1940;2;4;2;1;2;2;4;5;C;;;;;;;;;;99;;;1;H;J;1;99;1;93181;1;2;85,92654;;;;;59,94693
214871;21487103;1994;1;3;2;1;1;2;5;4;B;;;;4;;;340546,3787;6301339,9964;;;;;;;J;2;0;0;0;0;0;138,83390;;;;;84,63223
214871;21487104;1996;2;3;2;1;1;2;5;2;B;;;;4;;;339820,8244;6298136,5604;;;;;;;J;2;0;0;0;0;0;143,87050;;;;;85,07870
214871;21487105;2004;1;3;2;1;2;2;1;0;G;;;;;;;;;;;;;2;H;J;2;0;0;0;0;0;150,21680;;;;;76,52409
214881;21488101;1944;1;1;0;1;2;2;4;2;"A;C";5;5;4;;;;;;4;99;;;1;A;J;1;95000;1;95000;1;0;;;936,12180;;;63,10608
214881;21488102;1965;2;2;0;1;2;2;1;0;D;;;;;;;;;4;;;;2;F;J;2;0;0;0;0;0;;;762,60060;;;67,31243
214881;21488103;1982;2;4;2;1;2;2;7;4;A;5;5;4;;336023,4361;6298313,1030;;;;99;99;;1;"A;B";J;1;50000;1;50000;1;0;;;762,60060;;;61,29391
214891;21489101;1960;1;1;0;3;2;2;4;8;A;2;2;1;;;;;;1;99;;;2;E;J;1;99;3;565569;3;2;;262,00000;;;;16,91873
214891;21489102;1961;2;2;4;1;2;2;4;8;D;;;;;;;;;;99;;2;1;H;J;2;0;0;0;0;0;;258,00000;;;;16,10974
214891;21489103;1996;2;3;2;1;1;2;5;1;B;;;;4;;;337360,7598;6298068,8356;;;;;;;J;2;0;0;0;0;0;;238,00000;;;;16,35794
214891;21489104;2001;2;3;2;1;1;2;4;5;B;;;;4;;;336150,2521;6295958,0757;;;;;1;H;J;2;0;0;0;0;0;;231,00000;;;;17,70566
214901;21490101;1971;1;1;2;4;2;2;7;5;A;5;5;1;;348798,5879;6299457,9216;;;;99;;2;1;"A;H";J;1;180000;1;180000;1;0;43,43762;;;;;16,91873
214901;21490102;1970;2;2;6;1;2;2;7;5;D;;;;;;;;;;99;99;2;1;H;J;2;0;0;0;0;0;40,21320;;;;;16,10974
214901;21490103;1996;2;3;2;1;1;2;7;2;B;;;;4;;;343860,3325;6298497,6201;;;;;;;J;2;0;0;0;0;0;44,65953;;;;;16,35794
214901;21490104;1998;2;3;2;1;1;2;4;7;B;;;;4;;;0,0000;0,0000;;;;;1;H;J;2;0;0;0;0;0;44,65953;;;;;16,35794
214911;21491101;1961;1;1;2;2;2;2;5;2;A;5;1;1;;327590,1357;6296229,9495;;;;99;;2;1;A;J;1;99;2;354625;2;2;95,68324;;;;;69,87139
214911;21491102;1993;2;2;0;1;2;2;9;2;F;;;;;;;;;3;99;;;1;A;J;2;0;0;0;0;0;96,57271;;;;;57,73947
214911;21491103;1962;2;3;2;1;2;2;5;2;D;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;88,58060;;;;;66,53037
214921;21492101;1947;1;1;2;3;2;2;5;1;A;5;1;1;;346519,6223;6298886,7269;;;;99;;;;;J;1;300000;2;300000;2;0;;;;445,00000;;24,04765
214921;21492102;1947;2;2;4;1;2;2;5;1;D;;;;;;;;;;99;;;1;"F;H";J;2;0;0;0;0;0;;;;445,00000;;18,35200
214921;21492103;1981;1;3;2;3;1;2;11;3;"A;B";5;1;1;8;346503,7613;6296514,6828;343857,3400;6297480,7900;;;;;;;J;1;350000;2;350000;2;0;;;;445,00000;;24,52119
214931;21493101;1969;1;1;2;3;2;2;5;4;A;5;5;1;;348160,9800;6299034,1000;;;;99;;;;;J;1;200000;1;200000;1;0;;;;681,00000;;193,16583
214931;21493102;1966;2;2;4;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;;;;681,00000;;183,92926
214931;21493103;1989;2;3;2;1;2;2;5;4;A;5;5;1;;352799,3900;6301700,8300;;;;99;;;;;J;1;99;2;212859;2;2;;;;681,00000;;159,62590
214931;21493104;1991;1;3;2;4;2;2;5;4;A;5;5;1;;337136,8033;6310676,5497;;;;99;;;;;J;1;99;2;325724;2;2;;;;681,00000;;185,78300
